ID,GALGAL,OUT-0003
638,GALGAL_R00658,ALCTOR_R03146
639,GALGAL_R00659,ALCTOR_R00614
640,GALGAL_R00660,ALCTOR_R13217
641,GALGAL_R00661,ALCTOR_R05921
642,GALGAL_R00662,ALCTOR_R10805
643,GALGAL_R00663,ALCTOR_R13535
644,GALGAL_R00664,ALCTOR_R05895
645,GALGAL_R00665,ALCTOR_R05896
646,GALGAL_R00666,ALCTOR_R02669
647,GALGAL_R00667,ALCTOR_R12635
648,GALGAL_R00668,ALCTOR_R08560
649,GALGAL_R00669,-
650,GALGAL_R00670,ALCTOR_R12036
651,GALGAL_R00671,ALCTOR_R12037
652,GALGAL_R00672,-
653,GALGAL_R00674,ALCTOR_R08983
654,GALGAL_R00675,ALCTOR_R08984
655,GALGAL_R00676,ALCTOR_R08982
656,GALGAL_R00677,-
657,GALGAL_R00678,ALCTOR_R08985
658,GALGAL_R00679,ALCTOR_R07101
659,GALGAL_R00680,ALCTOR_R14944
660,GALGAL_R00681,ALCTOR_R02406
661,GALGAL_R00682,ALCTOR_R12752
662,GALGAL_R00683,ALCTOR_R00703
663,GALGAL_R00684,ALCTOR_R04206
664,GALGAL_R00685,ALCTOR_R02656
665,GALGAL_R00686,ALCTOR_R12669
666,GALGAL_R00687,ALCTOR_R02035
667,GALGAL_R00688,ALCTOR_R05649
668,GALGAL_R00689,ALCTOR_R12989
669,GALGAL_R00690,-
670,GALGAL_R00692,-
671,GALGAL_R00693,-
672,GALGAL_R00694,-
673,GALGAL_R00695,ALCTOR_R03813
674,GALGAL_R00696,ALCTOR_R11885
675,GALGAL_R00697,ALCTOR_R07449
676,GALGAL_R00698,ALCTOR_R07450
677,GALGAL_R00699,ALCTOR_R03932
678,GALGAL_R00700,ALCTOR_R05484
679,GALGAL_R00701,ALCTOR_R01609
680,GALGAL_R00702,ALCTOR_R01610
681,GALGAL_R00703,ALCTOR_R09159
682,GALGAL_R00704,ALCTOR_R03276
683,GALGAL_R00705,ALCTOR_R03277
684,GALGAL_R00706,ALCTOR_R03278
685,GALGAL_R00707,ALCTOR_R00500
686,GALGAL_R00708,ALCTOR_R00399
687,GALGAL_R00709,ALCTOR_R11724
688,GALGAL_R00710,ALCTOR_R07853
689,GALGAL_R00711,ALCTOR_R07854
690,GALGAL_R00712,ALCTOR_R01255
691,GALGAL_R00713,ALCTOR_R01988
692,GALGAL_R00714,ALCTOR_R01989
693,GALGAL_R00715,ALCTOR_R01990
694,GALGAL_R00716,ALCTOR_R13210
695,GALGAL_R00717,ALCTOR_R13211
696,GALGAL_R00718,ALCTOR_R13212
697,GALGAL_R00719,ALCTOR_R14564
698,GALGAL_R00720,ALCTOR_R00964
699,GALGAL_R00721,ALCTOR_R04180
700,GALGAL_R00722,ALCTOR_R03088
701,GALGAL_R00723,ALCTOR_R03091
702,GALGAL_R00724,-
703,GALGAL_R00725,ALCTOR_R00154
704,GALGAL_R00726,ALCTOR_R00158
705,GALGAL_R00727,-
706,GALGAL_R00728,ALCTOR_R12073
707,GALGAL_R00729,-
708,GALGAL_R00730,ALCTOR_R09183
709,GALGAL_R00731,ALCTOR_R09187
710,GALGAL_R00732,ALCTOR_R07232
711,GALGAL_R00733,ALCTOR_R07233
712,GALGAL_R00734,ALCTOR_R13358
713,GALGAL_R00735,ALCTOR_R13359
714,GALGAL_R00736,-
715,GALGAL_R00737,ALCTOR_R13360
716,GALGAL_R00738,ALCTOR_R12659
717,GALGAL_R00739,ALCTOR_R07987
718,GALGAL_R00740,ALCTOR_R15625
719,GALGAL_R00741,ALCTOR_R10967
720,GALGAL_R00742,ALCTOR_R10968
721,GALGAL_R00743,ALCTOR_R01120
722,GALGAL_R00744,ALCTOR_R09713
723,GALGAL_R00745,ALCTOR_R11194
724,GALGAL_R00746,-
725,GALGAL_R00747,ALCTOR_R12465
726,GALGAL_R00748,ALCTOR_R02238
727,GALGAL_R00749,ALCTOR_R04009
728,GALGAL_R00750,ALCTOR_R00400
729,GALGAL_R00751,-
730,GALGAL_R00752,-
731,GALGAL_R00753,ALCTOR_R00401
732,GALGAL_R00754,ALCTOR_R03126
733,GALGAL_R00755,ALCTOR_R02689
734,GALGAL_R00756,ALCTOR_R07234
735,GALGAL_R00757,ALCTOR_R09184
736,GALGAL_R00758,ALCTOR_R12074
737,GALGAL_R00759,ALCTOR_R00155
738,GALGAL_R00760,ALCTOR_R12105
739,GALGAL_R00761,-
740,GALGAL_R00762,ALCTOR_R00704
741,GALGAL_R00763,-
742,GALGAL_R00764,-
743,GALGAL_R00765,-
744,GALGAL_R00766,ALCTOR_R02239
745,GALGAL_R00767,ALCTOR_R11352
746,GALGAL_R00768,ALCTOR_R08105
747,GALGAL_R00769,ALCTOR_R00107
748,GALGAL_R00770,ALCTOR_R00108
749,GALGAL_R00771,ALCTOR_R00109
750,GALGAL_R00772,ALCTOR_R06443
751,GALGAL_R00773,ALCTOR_R11726
752,GALGAL_R00774,ALCTOR_R00774
753,GALGAL_R00775,ALCTOR_R04622
754,GALGAL_R00776,-
755,GALGAL_R00777,ALCTOR_R09292
756,GALGAL_R00778,ALCTOR_R10987
757,GALGAL_R00779,ALCTOR_R07855
758,GALGAL_R00780,ALCTOR_R12990
759,GALGAL_R00781,ALCTOR_R14680
760,GALGAL_R00782,-
761,GALGAL_R00783,-
762,GALGAL_R00784,ALCTOR_R13213
763,GALGAL_R00785,-
764,GALGAL_R00786,ALCTOR_R04866
765,GALGAL_R00787,ALCTOR_R12075
766,GALGAL_R00788,ALCTOR_R10969
767,GALGAL_R00789,ALCTOR_R02605
768,GALGAL_R00790,ALCTOR_R00414
769,GALGAL_R00791,-
770,GALGAL_R00792,-
771,GALGAL_R00793,-
772,GALGAL_R00794,-
773,GALGAL_R00795,ALCTOR_R02878
774,GALGAL_R00796,ALCTOR_R00775
775,GALGAL_R00797,ALCTOR_R07451
776,GALGAL_R00798,ALCTOR_R07452
777,GALGAL_R00799,ALCTOR_R07453
778,GALGAL_R00800,ALCTOR_R10750
779,GALGAL_R00801,ALCTOR_R10751
780,GALGAL_R00802,ALCTOR_R10752
781,GALGAL_R00803,ALCTOR_R12529
782,GALGAL_R00804,ALCTOR_R10988
783,GALGAL_R00805,ALCTOR_R09293
784,GALGAL_R00806,ALCTOR_R09294
785,GALGAL_R00807,ALCTOR_R13933
786,GALGAL_R00808,ALCTOR_R00705
787,GALGAL_R00809,ALCTOR_R01322
788,GALGAL_R00810,ALCTOR_R07040
789,GALGAL_R00811,ALCTOR_R02497
790,GALGAL_R00812,ALCTOR_R04710
791,GALGAL_R00813,ALCTOR_R02036
792,GALGAL_R00814,-
793,GALGAL_R00815,ALCTOR_R00776
794,GALGAL_R00816,ALCTOR_R01611
795,GALGAL_R00817,ALCTOR_R01613
796,GALGAL_R00818,ALCTOR_R01614
797,GALGAL_R00819,ALCTOR_R09157
798,GALGAL_R00820,ALCTOR_R09158
799,GALGAL_R00821,ALCTOR_R03279
800,GALGAL_R00822,ALCTOR_R03280
801,GALGAL_R00823,ALCTOR_R09618
802,GALGAL_R00824,ALCTOR_R00501
803,GALGAL_R00825,ALCTOR_R00502
804,GALGAL_R00826,ALCTOR_R00402
805,GALGAL_R00827,ALCTOR_R00403
806,GALGAL_R00828,ALCTOR_R00404
807,GALGAL_R00829,ALCTOR_R04001
808,GALGAL_R00830,ALCTOR_R08551
809,GALGAL_R00831,ALCTOR_R12609
810,GALGAL_R00832,ALCTOR_R12610
811,GALGAL_R00833,ALCTOR_R11727
812,GALGAL_R00834,ALCTOR_R03127
813,GALGAL_R00835,ALCTOR_R03128
814,GALGAL_R00836,ALCTOR_R06444
815,GALGAL_R00837,ALCTOR_R12636
816,GALGAL_R00838,ALCTOR_R01992
817,GALGAL_R00839,-
818,GALGAL_R00840,ALCTOR_R12106
819,GALGAL_R00841,ALCTOR_R12107
820,GALGAL_R00842,ALCTOR_R12108
821,GALGAL_R00843,ALCTOR_R08106
822,GALGAL_R00844,ALCTOR_R13991
823,GALGAL_R00845,ALCTOR_R08525
824,GALGAL_R00846,ALCTOR_R03089
825,GALGAL_R00847,ALCTOR_R03090
826,GALGAL_R00848,ALCTOR_R03488
827,GALGAL_R00849,ALCTOR_R00156
828,GALGAL_R00850,ALCTOR_R02097
829,GALGAL_R00851,ALCTOR_R02098
830,GALGAL_R00852,ALCTOR_R04839
831,GALGAL_R00853,ALCTOR_R04840
832,GALGAL_R00854,ALCTOR_R04841
833,GALGAL_R00855,ALCTOR_R09185
834,GALGAL_R00856,ALCTOR_R09186
835,GALGAL_R00857,-
836,GALGAL_R00858,ALCTOR_R07235
837,GALGAL_R00859,ALCTOR_R07236
838,GALGAL_R00860,ALCTOR_R07237
839,GALGAL_R00861,ALCTOR_R07238
840,GALGAL_R00862,ALCTOR_R14284
841,GALGAL_R00863,ALCTOR_R02766
842,GALGAL_R00864,ALCTOR_R11049
843,GALGAL_R00865,ALCTOR_R07239
844,GALGAL_R00866,ALCTOR_R02037
845,GALGAL_R00867,ALCTOR_R04711
846,GALGAL_R00868,ALCTOR_R01380
847,GALGAL_R00869,ALCTOR_R03129
848,GALGAL_R00870,ALCTOR_R03130
849,GALGAL_R00871,ALCTOR_R13214
850,GALGAL_R00872,ALCTOR_R06527
851,GALGAL_R00873,ALCTOR_R00110
852,GALGAL_R00874,ALCTOR_R00112
853,GALGAL_R00875,-
854,GALGAL_R00876,ALCTOR_R00157
855,GALGAL_R00877,ALCTOR_R00113
856,GALGAL_R00878,ALCTOR_R05074
857,GALGAL_R00879,-
858,GALGAL_R00880,-
859,GALGAL_R00881,ALCTOR_R13215
860,GALGAL_R00882,-
861,GALGAL_R00886,ALCTOR_R12856
862,GALGAL_R00887,-
863,GALGAL_R00888,ALCTOR_R00367
864,GALGAL_R00889,ALCTOR_R00369
865,GALGAL_R00890,ALCTOR_R13790
866,GALGAL_R00891,ALCTOR_R09550
867,GALGAL_R00892,ALCTOR_R14148
868,GALGAL_R00895,ALCTOR_R07082
869,GALGAL_R00896,ALCTOR_R05096
870,GALGAL_R00899,-
871,GALGAL_R00900,ALCTOR_R03381
872,GALGAL_R00901,ALCTOR_R05667
873,GALGAL_R00902,ALCTOR_R13566
874,GALGAL_R00903,ALCTOR_R13567
875,GALGAL_R00904,ALCTOR_R04051
876,GALGAL_R00905,ALCTOR_R02038
877,GALGAL_R00906,ALCTOR_R11321
878,GALGAL_R00907,ALCTOR_R07578
879,GALGAL_R00908,-
880,GALGAL_R00910,ALCTOR_R10567
881,GALGAL_R00911,ALCTOR_R05483
882,GALGAL_R00912,-
883,GALGAL_R00913,ALCTOR_R03877
884,GALGAL_R00914,ALCTOR_R07614
885,GALGAL_R00915,ALCTOR_R07615
886,GALGAL_R00916,ALCTOR_R07616
887,GALGAL_R00917,-
888,GALGAL_R00918,-
889,GALGAL_R00919,ALCTOR_R09716
890,GALGAL_R00920,-
891,GALGAL_R00921,ALCTOR_R04029
892,GALGAL_R00922,ALCTOR_R10859
893,GALGAL_R00923,ALCTOR_R10860
894,GALGAL_R00924,ALCTOR_R13576
895,GALGAL_R00925,ALCTOR_R13577
896,GALGAL_R00926,ALCTOR_R05863
897,GALGAL_R00927,ALCTOR_R03233
898,GALGAL_R00929,ALCTOR_R14312
899,GALGAL_R00930,ALCTOR_R05554
900,GALGAL_R00931,ALCTOR_R14160
901,GALGAL_R00932,ALCTOR_R01341
902,GALGAL_R00933,ALCTOR_R01217
903,GALGAL_R00934,ALCTOR_R14153
904,GALGAL_R00935,ALCTOR_R11824
905,GALGAL_R00936,-
906,GALGAL_R00937,ALCTOR_R14400
907,GALGAL_R00938,ALCTOR_R07472
908,GALGAL_R00939,-
909,GALGAL_R00940,ALCTOR_R10180
910,GALGAL_R00941,ALCTOR_R10186
911,GALGAL_R00942,ALCTOR_R10181
912,GALGAL_R00943,-
913,GALGAL_R00944,-
914,GALGAL_R00945,ALCTOR_R00390
915,GALGAL_R00946,ALCTOR_R10921
916,GALGAL_R00947,-
917,GALGAL_R00948,-
918,GALGAL_R00949,ALCTOR_R00716
919,GALGAL_R00950,ALCTOR_R11825
920,GALGAL_R00951,-
921,GALGAL_R00952,-
922,GALGAL_R00954,ALCTOR_R07306
923,GALGAL_R00955,-
924,GALGAL_R00956,-
925,GALGAL_R00957,-
926,GALGAL_R00958,ALCTOR_R00997
927,GALGAL_R00959,ALCTOR_R01286
928,GALGAL_R00960,-
929,GALGAL_R00962,ALCTOR_R13568
930,GALGAL_R00965,ALCTOR_R05807
931,GALGAL_R00967,-
932,GALGAL_R00968,ALCTOR_R09138
933,GALGAL_R00969,ALCTOR_R07307
934,GALGAL_R00970,ALCTOR_R04705
935,GALGAL_R00971,ALCTOR_R07473
936,GALGAL_R00972,ALCTOR_R08276
937,GALGAL_R00973,-
938,GALGAL_R00974,ALCTOR_R06456
939,GALGAL_R00975,ALCTOR_R11826
940,GALGAL_R00976,ALCTOR_R00391
941,GALGAL_R00978,ALCTOR_R10922
942,GALGAL_R00979,ALCTOR_R01034
943,GALGAL_R00980,ALCTOR_R12815
944,GALGAL_R00981,ALCTOR_R10568
945,GALGAL_R00982,ALCTOR_R10569
946,GALGAL_R00983,ALCTOR_R10570
947,GALGAL_R00984,ALCTOR_R07579
948,GALGAL_R00985,ALCTOR_R03390
949,GALGAL_R00986,ALCTOR_R04146
950,GALGAL_R00987,ALCTOR_R08539
951,GALGAL_R00988,ALCTOR_R02170
952,GALGAL_R00989,-
953,GALGAL_R00990,ALCTOR_R11433
954,GALGAL_R00991,ALCTOR_R06562
955,GALGAL_R00992,ALCTOR_R13569
956,GALGAL_R00993,ALCTOR_R12879
957,GALGAL_R00994,ALCTOR_R00368
958,GALGAL_R00995,ALCTOR_R00370
959,GALGAL_R00996,ALCTOR_R06971
960,GALGAL_R00997,ALCTOR_R15288
961,GALGAL_R00998,-
962,GALGAL_R00999,-
963,GALGAL_R01000,ALCTOR_R11343
964,GALGAL_R01001,ALCTOR_R01423
965,GALGAL_R01002,ALCTOR_R11156
966,GALGAL_R01003,ALCTOR_R05505
967,GALGAL_R01004,ALCTOR_R06047
968,GALGAL_R01005,ALCTOR_R02781
969,GALGAL_R01006,ALCTOR_R12261
970,GALGAL_R01007,ALCTOR_R07617
971,GALGAL_R01008,-
972,GALGAL_R01009,ALCTOR_R10841
973,GALGAL_R01010,ALCTOR_R14442
974,GALGAL_R01011,ALCTOR_R14391
975,GALGAL_R01012,ALCTOR_R10861
976,GALGAL_R01013,ALCTOR_R11472
977,GALGAL_R01014,ALCTOR_R05864
978,GALGAL_R01015,ALCTOR_R05865
979,GALGAL_R01016,ALCTOR_R05866
980,GALGAL_R01017,ALCTOR_R03235
981,GALGAL_R01018,ALCTOR_R03236
982,GALGAL_R01019,ALCTOR_R03237
983,GALGAL_R01020,ALCTOR_R04273
984,GALGAL_R01021,-
985,GALGAL_R01022,-
986,GALGAL_R01023,-
987,GALGAL_R01024,ALCTOR_R14355
988,GALGAL_R01025,-
989,GALGAL_R01026,ALCTOR_R09965
990,GALGAL_R01027,ALCTOR_R11827
991,GALGAL_R01028,ALCTOR_R11828
992,GALGAL_R01029,ALCTOR_R09140
993,GALGAL_R01030,ALCTOR_R00372
994,GALGAL_R01031,ALCTOR_R00371
995,GALGAL_R01032,ALCTOR_R07474
996,GALGAL_R01033,ALCTOR_R07475
997,GALGAL_R01034,ALCTOR_R02012
998,GALGAL_R01035,ALCTOR_R02013
999,GALGAL_R01036,ALCTOR_R00717
1000,GALGAL_R01037,ALCTOR_R01517
1001,GALGAL_R01038,ALCTOR_R01518
1002,GALGAL_R01039,ALCTOR_R01519
1003,GALGAL_R01040,ALCTOR_R10182
1004,GALGAL_R01041,ALCTOR_R10183
1005,GALGAL_R01042,ALCTOR_R14049
1006,GALGAL_R01043,ALCTOR_R00392
1007,GALGAL_R01044,ALCTOR_R00650
1008,GALGAL_R01045,ALCTOR_R00651
1009,GALGAL_R01046,ALCTOR_R11111
1010,GALGAL_R01047,ALCTOR_R11112
1011,GALGAL_R01048,ALCTOR_R05808
1012,GALGAL_R01049,ALCTOR_R03669
1013,GALGAL_R01050,ALCTOR_R00393
1014,GALGAL_R01051,ALCTOR_R02171
1015,GALGAL_R01052,ALCTOR_R05437
1016,GALGAL_R01053,ALCTOR_R11829
1017,GALGAL_R01054,ALCTOR_R10187
1018,GALGAL_R01055,ALCTOR_R07580
1019,GALGAL_R01056,ALCTOR_R03670
1020,GALGAL_R01057,ALCTOR_R11830
1021,GALGAL_R01058,ALCTOR_R10188
1022,GALGAL_R01059,ALCTOR_R05060
1023,GALGAL_R01060,ALCTOR_R00373
1024,GALGAL_R01064,ALCTOR_R05727
1025,GALGAL_R01065,ALCTOR_R09442
1026,GALGAL_R01066,ALCTOR_R09443
1027,GALGAL_R01067,ALCTOR_R08287
1028,GALGAL_R01068,ALCTOR_R02624
1029,GALGAL_R01069,ALCTOR_R08186
1030,GALGAL_R01070,ALCTOR_R14196
1031,GALGAL_R01071,ALCTOR_R09487
1032,GALGAL_R01072,ALCTOR_R00482
1033,GALGAL_R01073,-
1034,GALGAL_R01074,-
1035,GALGAL_R01075,ALCTOR_R03985
1036,GALGAL_R01076,-
1037,GALGAL_R01077,ALCTOR_R11501
1038,GALGAL_R01078,-
1039,GALGAL_R01079,ALCTOR_R13882
1040,GALGAL_R01080,-
1041,GALGAL_R01081,-
1042,GALGAL_R01082,-
1043,GALGAL_R01083,-
1044,GALGAL_R01084,ALCTOR_R13655
1045,GALGAL_R01085,ALCTOR_R00990
1046,GALGAL_R01086,-
1047,GALGAL_R01087,-
1048,GALGAL_R01088,ALCTOR_R07100
1049,GALGAL_R01089,ALCTOR_R14912
1050,GALGAL_R01090,ALCTOR_R00671
1051,GALGAL_R01091,ALCTOR_R11032
1052,GALGAL_R01092,-
1053,GALGAL_R01093,ALCTOR_R04022
1054,GALGAL_R01094,ALCTOR_R11033
1055,GALGAL_R01095,ALCTOR_R11034
1056,GALGAL_R01096,ALCTOR_R12737
1057,GALGAL_R01097,ALCTOR_R02610
1058,GALGAL_R01098,ALCTOR_R14524
1059,GALGAL_R01099,ALCTOR_R05187
1060,GALGAL_R01100,ALCTOR_R13044
1061,GALGAL_R01101,ALCTOR_R13045
1062,GALGAL_R01102,ALCTOR_R13046
1063,GALGAL_R01103,ALCTOR_R04609
1064,GALGAL_R01104,ALCTOR_R04610
1065,GALGAL_R01105,ALCTOR_R12190
1066,GALGAL_R01106,-
1067,GALGAL_R01107,-
1068,GALGAL_R01108,-
1069,GALGAL_R01109,ALCTOR_R02848
1070,GALGAL_R01110,ALCTOR_R14155
1071,GALGAL_R01111,ALCTOR_R13047
1072,GALGAL_R01112,-
1073,GALGAL_R01113,ALCTOR_R03986
1074,GALGAL_R01114,-
1075,GALGAL_R01115,-
1076,GALGAL_R01116,ALCTOR_R13048
1077,GALGAL_R01117,ALCTOR_R06381
1078,GALGAL_R01118,ALCTOR_R12333
1079,GALGAL_R01119,-
1080,GALGAL_R01120,-
1081,GALGAL_R01121,-
1082,GALGAL_R01122,ALCTOR_R09488
1083,GALGAL_R01123,ALCTOR_R13967
1084,GALGAL_R01124,-
1085,GALGAL_R01125,ALCTOR_R02049
1086,GALGAL_R01126,-
1087,GALGAL_R01127,ALCTOR_R05463
1088,GALGAL_R01128,ALCTOR_R09841
1089,GALGAL_R01129,-
1090,GALGAL_R01130,-
1091,GALGAL_R01131,ALCTOR_R03601
1092,GALGAL_R01132,ALCTOR_R09901
1093,GALGAL_R01133,ALCTOR_R02751
1094,GALGAL_R01134,-
1095,GALGAL_R01135,-
1096,GALGAL_R01136,-
1097,GALGAL_R01137,ALCTOR_R04287
1098,GALGAL_R01138,ALCTOR_R13986
1099,GALGAL_R01139,ALCTOR_R14205
1100,GALGAL_R01140,ALCTOR_R12703
1101,GALGAL_R01141,ALCTOR_R09987
1102,GALGAL_R01142,ALCTOR_R03602
1103,GALGAL_R01143,ALCTOR_R05698
1104,GALGAL_R01144,-
1105,GALGAL_R01145,-
1106,GALGAL_R01146,ALCTOR_R09174
1107,GALGAL_R01147,ALCTOR_R09335
1108,GALGAL_R01148,ALCTOR_R08288
1109,GALGAL_R01149,ALCTOR_R02589
1110,GALGAL_R01150,-
1111,GALGAL_R01151,ALCTOR_R13263
1112,GALGAL_R01152,ALCTOR_R05033
1113,GALGAL_R01153,ALCTOR_R06723
1114,GALGAL_R01154,ALCTOR_R09263
1115,GALGAL_R01155,ALCTOR_R02498
1116,GALGAL_R01156,-
1117,GALGAL_R01157,ALCTOR_R00483
1118,GALGAL_R01158,ALCTOR_R09489
1119,GALGAL_R01159,ALCTOR_R13656
1120,GALGAL_R01160,ALCTOR_R13657
1121,GALGAL_R01161,ALCTOR_R05685
1122,GALGAL_R01162,ALCTOR_R06382
1123,GALGAL_R01163,ALCTOR_R06383
1124,GALGAL_R01164,ALCTOR_R13049
1125,GALGAL_R01165,ALCTOR_R13050
1126,GALGAL_R01166,ALCTOR_R10060
1127,GALGAL_R01167,ALCTOR_R05417
1128,GALGAL_R01168,ALCTOR_R05490
1129,GALGAL_R01169,ALCTOR_R13051
1130,GALGAL_R01170,ALCTOR_R13052
1131,GALGAL_R01171,ALCTOR_R13053
1132,GALGAL_R01172,ALCTOR_R13054
1133,GALGAL_R01173,ALCTOR_R13055
1134,GALGAL_R01174,ALCTOR_R15341
1135,GALGAL_R01175,-
1136,GALGAL_R01176,ALCTOR_R12759
1137,GALGAL_R01177,ALCTOR_R05652
1138,GALGAL_R01178,ALCTOR_R02050
1139,GALGAL_R01179,ALCTOR_R15487
1140,GALGAL_R01180,ALCTOR_R05503
1141,GALGAL_R01181,ALCTOR_R05288
1142,GALGAL_R01182,ALCTOR_R05369
1143,GALGAL_R01183,ALCTOR_R14813
1144,GALGAL_R01184,-
1145,GALGAL_R01185,ALCTOR_R04611
1146,GALGAL_R01186,ALCTOR_R05601
1147,GALGAL_R01187,ALCTOR_R04612
1148,GALGAL_R01201,ALCTOR_R13987
1149,GALGAL_R01202,ALCTOR_R06700
1150,GALGAL_R01203,-
1151,GALGAL_R01204,ALCTOR_R05442
1152,GALGAL_R01205,-
1153,GALGAL_R01206,-
1154,GALGAL_R01236,ALCTOR_R14229
1155,GALGAL_R01237,ALCTOR_R10697
1156,GALGAL_R01238,ALCTOR_R00777
1157,GALGAL_R01239,ALCTOR_R10698
1158,GALGAL_R01243,-
1159,GALGAL_R01244,-
1160,GALGAL_R01245,-
1161,GALGAL_R01253,-
1162,GALGAL_R01255,-
1163,GALGAL_R01256,-
1164,GALGAL_R01257,ALCTOR_R15482
1165,GALGAL_R01258,-
1166,GALGAL_R01265,-
1167,GALGAL_R01267,ALCTOR_R09362
1168,GALGAL_R01268,ALCTOR_R09363
1169,GALGAL_R01274,-
1170,GALGAL_R01278,ALCTOR_R02285
1171,GALGAL_R01282,-
1172,GALGAL_R01287,ALCTOR_R08774
1173,GALGAL_R01288,ALCTOR_R07739
1174,GALGAL_R01289,ALCTOR_R14419
1175,GALGAL_R01295,-
1176,GALGAL_R01296,-
1177,GALGAL_R01300,ALCTOR_R12685
1178,GALGAL_R01301,-
1179,GALGAL_R01302,ALCTOR_R13938
1180,GALGAL_R01303,ALCTOR_R13939
1181,GALGAL_R01305,-
1182,GALGAL_R01306,-
1183,GALGAL_R01308,-
1184,GALGAL_R01313,ALCTOR_R06680
1185,GALGAL_R01314,-
1186,GALGAL_R01316,ALCTOR_R11238
1187,GALGAL_R01317,-
1188,GALGAL_R01318,-
1189,GALGAL_R01322,-
1190,GALGAL_R01323,ALCTOR_R08329
1191,GALGAL_R01324,ALCTOR_R03473
1192,GALGAL_R01326,-
1193,GALGAL_R01327,-
1194,GALGAL_R01329,ALCTOR_R12699
1195,GALGAL_R01330,-
1196,GALGAL_R01331,-
1197,GALGAL_R01332,-
1198,GALGAL_R01333,-
1199,GALGAL_R01335,-
1200,GALGAL_R01337,-
1201,GALGAL_R01340,-
1202,GALGAL_R01341,ALCTOR_R01305
1203,GALGAL_R01344,ALCTOR_R09844
1204,GALGAL_R01345,-
1205,GALGAL_R01347,ALCTOR_R02811
1206,GALGAL_R01349,-
1207,GALGAL_R01350,ALCTOR_R02858
1208,GALGAL_R01353,ALCTOR_R01230
1209,GALGAL_R01354,-
1210,GALGAL_R01357,-
1211,GALGAL_R01358,ALCTOR_R06944
1212,GALGAL_R01361,-
1213,GALGAL_R01363,ALCTOR_R11412
1214,GALGAL_R01364,ALCTOR_R14433
1215,GALGAL_R01368,-
1216,GALGAL_R01370,-
1217,GALGAL_R01372,-
1218,GALGAL_R01373,ALCTOR_R04203
1219,GALGAL_R01378,ALCTOR_R04244
1220,GALGAL_R01379,-
1221,GALGAL_R01380,ALCTOR_R08535
1222,GALGAL_R01381,ALCTOR_R01032
1223,GALGAL_R01382,ALCTOR_R05339
1224,GALGAL_R01383,ALCTOR_R05340
1225,GALGAL_R01384,ALCTOR_R11309
1226,GALGAL_R01385,ALCTOR_R02636
1227,GALGAL_R01386,ALCTOR_R01258
1228,GALGAL_R01387,-
1229,GALGAL_R01388,ALCTOR_R05163
1230,GALGAL_R01389,ALCTOR_R12962
1231,GALGAL_R01390,-
1232,GALGAL_R01393,ALCTOR_R03507
1233,GALGAL_R01394,ALCTOR_R00661
1234,GALGAL_R01395,ALCTOR_R00660
1235,GALGAL_R01396,-
1236,GALGAL_R01397,-
1237,GALGAL_R01399,ALCTOR_R06831
1238,GALGAL_R01400,ALCTOR_R09968
1239,GALGAL_R01401,-
1240,GALGAL_R01402,ALCTOR_R02676
1241,GALGAL_R01403,ALCTOR_R09297
1242,GALGAL_R01406,ALCTOR_R04299
1243,GALGAL_R01408,-
1244,GALGAL_R01409,ALCTOR_R02887
1245,GALGAL_R01410,ALCTOR_R14353
1246,GALGAL_R01412,-
1247,GALGAL_R01413,-
1248,GALGAL_R01414,ALCTOR_R14835
1249,GALGAL_R01415,ALCTOR_R04293
1250,GALGAL_R01416,ALCTOR_R06405
1251,GALGAL_R01417,-
1252,GALGAL_R01418,-
1253,GALGAL_R01419,ALCTOR_R14330
1254,GALGAL_R01420,ALCTOR_R12713
1255,GALGAL_R01421,-
1256,GALGAL_R01424,-
1257,GALGAL_R01425,-
1258,GALGAL_R01427,ALCTOR_R02835
1259,GALGAL_R01428,ALCTOR_R09775
1260,GALGAL_R01429,ALCTOR_R09296
1261,GALGAL_R01430,-
1262,GALGAL_R01431,-
1263,GALGAL_R01432,-
1264,GALGAL_R01434,ALCTOR_R04294
1265,GALGAL_R01437,-
1266,GALGAL_R01440,ALCTOR_R04295
1267,GALGAL_R01441,ALCTOR_R14269
1268,GALGAL_R01442,-
1269,GALGAL_R01443,-
1270,GALGAL_R01444,-
1271,GALGAL_R01445,-
1272,GALGAL_R01448,ALCTOR_R02764
1273,GALGAL_R01449,-
1274,GALGAL_R01450,-
1275,GALGAL_R01451,ALCTOR_R00103
1276,GALGAL_R01452,-
1277,GALGAL_R01453,ALCTOR_R14283
1278,GALGAL_R01454,ALCTOR_R05351
1279,GALGAL_R01455,ALCTOR_R05717
1280,GALGAL_R01456,ALCTOR_R05718
1281,GALGAL_R01457,ALCTOR_R05719
1282,GALGAL_R01458,ALCTOR_R05720
1283,GALGAL_R01459,ALCTOR_R11318
1284,GALGAL_R01460,-
1285,GALGAL_R01461,ALCTOR_R08332
1286,GALGAL_R01464,ALCTOR_R14489
1287,GALGAL_R01465,ALCTOR_R04119
1288,GALGAL_R01466,-
1289,GALGAL_R01468,ALCTOR_R06921
1290,GALGAL_R01469,ALCTOR_R03508
1291,GALGAL_R01470,ALCTOR_R03509
1292,GALGAL_R01471,ALCTOR_R02888
1293,GALGAL_R01472,-
1294,GALGAL_R01473,ALCTOR_R04297
1295,GALGAL_R01481,ALCTOR_R11846
